MSZoning,LotFrontage,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,FullBath,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,660.0,Unf,864.0,GasA,Ex,Y,SBrkr,0,864,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,312,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1961,1961,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,864.0,Unf,864.0,GasA,TA,Y,SBrkr,0,864,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,158,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,544.0,Unf,1024.0,GasA,Gd,Y,SBrkr,0,1020,2,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,171,0,Oth,Family
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1963,1995,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,624.0,Unf,912.0,GasA,Ex,Y,SBrkr,0,912,1,Gd,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,0,0,WD,Normal
RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,LwQ,140.0,BLQ,912.0,GasA,Gd,Y,SBrkr,0,912,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,1733.0,Rec,2014.0,GasA,Gd,Y,SBrkr,0,2014,2,Gd,Maj1,2,Gd,Attchd,RFn,3.0,TA,TA,Y,462,0,WD,Normal
RL,68.58035714285714,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,GLQ,601.0,ALQ,975.0,GasA,Ex,Y,SBrkr,780,1755,2,Gd,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,502,60,WD,Normal
FV,32.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1376.0,GasA,Ex,Y,SBrkr,1629,3005,2,Gd,Mod,1,TA,BuiltIn,Fin,3.0,TA,TA,Y,0,177,WD,Normal
FV,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1726.0,GasA,Ex,Y,SBrkr,0,1726,2,Gd,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,254,New,Partial
FV,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,962.0,Unf,1145.0,GasA,Ex,Y,SBrkr,0,1256,1,Gd,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,169,WD,Normal
FV,34.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,507.0,Unf,756.0,GasA,Ex,Y,SBrkr,756,1512,2,Gd,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,32,WD,Normal
FV,35.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,549.0,Unf,691.0,GasA,Ex,Y,SBrkr,739,1452,2,Gd,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,34,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,1977,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,450.0,Ex,Ex,CBlock,Gd,Gd,Gd,GLQ,1252.0,ALQ,1694.0,GasA,Ex,Y,SBrkr,0,1694,2,Ex,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,501,120,WD,Normal
RL,110.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,1981,1981,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,LwQ,121.0,Unf,1740.0,GasA,TA,Y,SBrkr,0,1740,1,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,228,20,WD,Normal
RL,80.0,Pave,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,392.0,GasA,Ex,Y,SBrkr,1012,2499,2,TA,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,0,64,WD,Abnorml
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,GLQ,560.0,LwQ,752.0,GasA,TA,Y,SBrkr,782,2067,2,Gd,Typ,2,TA,Attchd,RFn,2.0,TA,TA,Y,297,40,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,932.0,GasA,Gd,Y,SBrkr,1369,2640,2,Gd,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,120,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,1288.0,GasA,TA,Y,SBrkr,0,1336,2,TA,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,312,11,WD,Normal
RL,75.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,Av,BLQ,955.0,Unf,1216.0,GasA,TA,Y,SBrkr,0,1216,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Abnorml
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,432.0,Unf,908.0,GasA,Ex,Y,SBrkr,972,2288,1,Gd,Typ,2,TA,Attchd,RFn,2.0,TA,TA,Y,321,72,WD,Normal
RL,62.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,648.0,Unf,864.0,GasA,TA,Y,SBrkr,0,864,1,TA,Typ,0,Gd,Attchd,Fin,1.0,TA,TA,Y,0,0,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1967,1967,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1568.0,GasA,TA,Y,SBrkr,0,1568,1,TA,Typ,0,Gd,Attchd,Unf,2.0,TA,TA,Y,160,40,COD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,Unf,1165.0,GasA,Gd,Y,SBrkr,896,2061,2,TA,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,77,COD,Abnorml
RL,68.58035714285714,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,509.0,TA,TA,CBlock,Gd,TA,Av,GLQ,962.0,Unf,1232.0,GasA,Fa,Y,SBrkr,0,1320,2,TA,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,0,20,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1960,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,734.0,Unf,894.0,GasA,Gd,Y,SBrkr,0,894,1,TA,Typ,1,Po,Detchd,Unf,2.0,TA,TA,Y,0,0,WD,Normal
RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Unf,864.0,GasA,Ex,Y,SBrkr,0,864,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,1040.0,GasA,TA,Y,SBrkr,0,1362,1,TA,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,0,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,LwQ,1048.0,GasA,Fa,Y,SBrkr,0,1728,2,TA,Min1,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,99,WD,Normal
RL,85.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,217.0,TA,TA,CBlock,TA,TA,No,ALQ,310.0,BLQ,1313.0,GasA,TA,Y,SBrkr,0,1313,1,Gd,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,172,28,WD,Normal
RL,115.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,Gd,CBlock,TA,TA,No,LwQ,998.0,Unf,1292.0,GasA,TA,Y,SBrkr,0,1292,1,TA,Typ,2,Gd,Detchd,Unf,2.0,TA,TA,Y,0,32,COD,Abnorml
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,Unf,744.0,GasA,TA,Y,SBrkr,1315,2140,2,TA,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,40,WD,Normal
RL,85.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,TA,CBlock,TA,TA,Gd,ALQ,568.0,Unf,1208.0,GasA,Ex,Y,SBrkr,0,1576,1,Gd,Typ,1,Po,BuiltIn,Fin,2.0,TA,TA,Y,85,0,WD,Normal
RL,68.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,100.0,ALQ,960.0,GasA,Gd,Y,SBrkr,0,960,1,TA,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,0,70,WD,Normal
RL,90.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,1173.0,Unf,1680.0,GasA,TA,Y,SBrkr,0,1691,1,TA,Typ,0,Gd,Attchd,Unf,2.0,Gd,TA,Y,0,67,WD,Normal
RL,92.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,TA,TA,CBlock,TA,TA,No,Rec,1312.0,Unf,1453.0,GasA,Ex,Y,SBrkr,0,1453,2,TA,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,49,WD,Normal
RL,80.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,Unf,1562.0,GasA,Gd,Y,SBrkr,0,1567,2,Gd,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,0,110,WD,Normal
RL,73.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164.0,Gd,TA,CBlock,TA,TA,No,ALQ,856.0,Unf,1169.0,GasA,TA,Y,SBrkr,0,1144,1,TA,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,257,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,1329.0,GasA,Gd,Y,SBrkr,0,1329,1,TA,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,0,0,WD,Normal
RL,66.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,708.0,Unf,988.0,GasA,TA,Y,SBrkr,0,988,2,Gd,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,156,0,WD,Normal
RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,435.0,BLQ,1202.0,GasA,TA,Y,SBrkr,0,1202,1,TA,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,0,35,COD,Abnorml
RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,1382.0,GasA,Gd,Y,FuseA,0,1382,1,Gd,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,280,0,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1956,1956,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,155.0,LwQ,1200.0,GasA,TA,Y,SBrkr,0,1200,1,TA,Typ,2,Gd,Attchd,Unf,1.0,TA,TA,Y,0,189,WD,Family
RL,76.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,657.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,1866.0,GasA,Ex,Y,SBrkr,0,1866,2,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,Fa,Y,0,0,WD,Normal
RL,53.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,ALQ,490.0,Unf,1062.0,GasA,Gd,Y,SBrkr,0,1062,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,67.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,631.0,GasA,TA,Y,FuseA,0,1112,1,TA,Typ,0,Gd,Basment,Unf,2.0,TA,TA,Y,0,0,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,700.0,Unf,793.0,GasA,TA,Y,SBrkr,0,793,1,Fa,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,931.0,Unf,1031.0,GasA,Gd,Y,SBrkr,0,1031,1,Gd,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,75.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,GasA,TA,Y,FuseA,0,1210,1,TA,Typ,0,Gd,Attchd,Fin,1.0,TA,TA,Y,208,0,ConLD,Normal
RL,78.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,Unf,699.0,GasA,Ex,Y,FuseA,726,1527,1,TA,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,0,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,390.0,Unf,1200.0,GasA,TA,Y,SBrkr,0,1200,1,TA,Typ,0,Gd,Attchd,Fin,1.0,TA,TA,Y,126,0,WD,Normal
RL,53.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,792.0,GasA,Gd,Y,FuseA,0,792,1,TA,Typ,0,Gd,Attchd,Unf,1.0,Fa,TA,Y,0,90,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,676.0,GasA,Ex,Y,SBrkr,676,1352,2,Gd,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,187,0,WD,Normal
RL,80.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0.0,Unf,405.0,GasA,Gd,Y,SBrkr,322,1039,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,N,0,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1054.0,GasA,Ex,Y,SBrkr,0,1078,1,Ex,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,N,0,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1313.0,GasA,TA,Y,SBrkr,0,2377,2,Gd,Min2,1,TA,Detchd,Unf,2.0,TA,TA,Y,0,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,Unf,560.0,GasA,Ex,Y,SBrkr,760,1690,2,Gd,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,WD,Normal
RL,90.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,1940,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Fa,TA,PConc,Fa,TA,No,Unf,0.0,Unf,416.0,GasA,Gd,N,FuseA,0,599,1,Gd,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,N,0,81,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,720.0,GasA,TA,N,SBrkr,0,846,1,Gd,Typ,0,Gd,Detchd,Fin,2.0,TA,TA,N,0,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,630.0,GasA,TA,Y,FuseA,0,725,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,Y,0,30,WD,Normal
RL,81.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1248.0,GasA,TA,Y,SBrkr,1296,2544,2,TA,Typ,0,Gd,Attchd,RFn,3.0,TA,TA,Y,0,0,WD,Normal
RL,83.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,TA,TA,CBlock,TA,TA,No,Rec,384.0,Unf,1380.0,GasA,Fa,Y,SBrkr,0,1380,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,77.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,872.0,Rec,1040.0,GasA,Gd,Y,SBrkr,0,1040,1,TA,Min1,1,Po,Attchd,RFn,2.0,TA,TA,Y,0,0,WD,Normal
RL,62.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,745.0,Unf,951.0,GasA,Gd,Y,SBrkr,0,951,1,Gd,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,WD,Normal
RL,90.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,1105.0,GasA,Gd,Y,FuseA,0,1105,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,80.0,Pave,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,TA,TA,CBlock,Gd,TA,Gd,Unf,0.0,Unf,160.0,GasA,Fa,Y,SBrkr,0,1142,1,TA,Typ,1,Gd,Basment,RFn,1.0,TA,TA,Y,0,28,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,621.0,Unf,795.0,GasA,Gd,N,SBrkr,368,1133,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,COD,Abnorml
RL,71.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1041.0,GasA,Gd,Y,SBrkr,0,1041,1,TA,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,0,0,WD,Normal
